 Sample Id,Peak Number,                             Description,               Start Time,  End Time,     Max 12CO2 (ppm),      12CO2 Integral,      13CO2 Integral,           Delta 13C,      12CO2 Baseline,      13CO2 Baseline,           Threshold,Number of data points,Time interval (seconds)
        23,         1,                                        ,      2020/11/18 04:05:42,2020/11/18 04:20:29,             193.590,           50469.055,             560.147,             -12.568,               0.748,               0.004,               5.000,      1883,   887.386
        24,         1,                                        ,      2020/11/18 04:32:46,2020/11/18 04:45:13,              60.391,           15901.026,             174.218,             -25.240,               0.765,               0.004,               5.000,      1587,   747.558
        26,         1,                                        ,      2020/11/18 05:14:23,2020/11/18 05:28:45,             155.501,           40708.302,             451.294,             -13.701,               0.532,               0.000,               5.000,      1829,   862.010
        27,         1,                                        ,      2020/11/18 05:40:53,2020/11/18 05:55:46,             200.277,           52335.647,             600.791,              21.308,               0.574,               0.003,               5.000,      1896,   893.272
        28,         1,                                        ,      2020/11/18 06:07:48,2020/11/18 06:23:58,             371.887,           96884.674,            1162.657,              67.655,               0.626,               0.005,               5.000,      2059,   970.047
        29,         1,                                        ,      2020/11/18 06:36:00,2020/11/18 06:51:49,             312.991,           81673.815,            1127.397,             228.087,               0.702,               0.005,               5.000,      2015,   949.222
        30,         1,                                        ,      2020/11/18 07:03:55,2020/11/18 07:19:30,             276.963,           72361.256,            1149.441,             413.245,               0.766,               0.006,               5.000,      1985,   935.043
        31,         1,                                        ,      2020/11/18 07:31:37,2020/11/18 07:46:50,             229.017,           59727.557,            1140.548,             698.934,               0.715,               0.008,               5.000,      1937,   912.595
        32,         1,                                        ,      2020/11/18 07:59:03,2020/11/18 08:13:49,             193.382,           50379.729,             561.186,              -8.961,               0.717,               0.009,               5.000,      1881,   886.229
        33,         1,                                        ,      2020/11/18 08:26:01,2020/11/18 08:40:47,             192.656,           50189.031,             557.565,             -11.617,               0.633,               0.007,               5.000,      1879,   885.424
        34,         1,                                        ,      2020/11/18 08:52:57,2020/11/18 09:07:45,             193.415,           50371.599,             559.617,             -11.579,               0.642,               0.004,               5.000,      1884,   887.927
        35,         1,                                        ,      2020/11/18 09:21:35,2020/11/18 09:25:36,               5.277,            1053.784,              11.690,             -13.085,               1.210,               0.014,               5.000,       512,   240.815
