 Sample Id,Peak Number,                             Description,               Start Time,  End Time,     Max 12CO2 (ppm),      12CO2 Integral,      13CO2 Integral,           Delta 13C,      12CO2 Baseline,      13CO2 Baseline,           Threshold,Number of data points,Time interval (seconds)
        19,         1,                                        ,      2020/11/21 04:35:04,2020/11/21 04:50:35,             289.986,           74996.201,             870.801,              33.036,               0.748,               0.005,               5.000,      1979,   931.344
        20,         1,                                        ,      2020/11/21 05:02:41,2020/11/21 05:16:55,             146.364,           38118.593,             492.812,             150.216,               0.773,               0.005,               5.000,      1813,   853.727
        21,         1,                                        ,      2020/11/21 05:29:02,2020/11/21 05:43:23,             160.665,           41712.391,             549.375,             171.761,               0.684,               0.004,               5.000,      1831,   861.628
        22,         1,                                        ,      2020/11/21 05:55:30,2020/11/21 06:11:07,             304.782,           78793.092,             969.988,              95.259,               0.687,               0.006,               5.000,      1992,   937.320
        23,         1,                                        ,      2020/11/21 06:23:13,2020/11/21 06:38:40,             265.561,           68822.140,             892.908,             154.294,               0.743,               0.007,               5.000,      1969,   926.975
        24,         1,                                        ,      2020/11/21 06:50:46,2020/11/21 07:05:19,             179.275,           46601.279,             675.762,             290.128,               0.741,               0.008,               5.000,      1855,   873.236
        25,         1,                                        ,      2020/11/21 07:17:31,2020/11/21 07:31:48,             156.217,           40599.571,             629.844,             380.228,               0.732,               0.006,               5.000,      1821,   856.942
        26,         1,                                        ,      2020/11/21 07:43:59,2020/11/21 07:59:02,             227.643,           58915.385,             860.910,             300.080,               0.629,               0.005,               5.000,      1920,   903.252
        27,         1,                                        ,      2020/11/21 08:11:11,2020/11/21 08:26:05,             201.458,           52276.766,             799.562,             360.768,               0.683,               0.008,               5.000,      1899,   893.796
        28,         1,                                        ,      2020/11/21 08:38:13,2020/11/21 08:52:51,             186.674,           48250.144,             536.918,              -9.964,               0.652,               0.006,               5.000,      1867,   878.181
        29,         1,                                        ,      2020/11/21 09:06:19,2020/11/21 09:12:38,               6.180,            1573.135,              17.780,               5.569,               1.225,               0.014,               5.000,       807,   379.154
        30,         1,                                        ,      2020/11/21 09:24:45,2020/11/21 09:40:26,             315.854,           81566.283,            1145.307,             249.264,               0.428,               0.003,               5.000,      1999,   940.607
        31,         1,                                        ,      2020/11/21 09:52:32,2020/11/21 10:08:17,             318.552,           82457.491,            1164.936,             256.943,               0.670,               0.006,               5.000,      2008,   945.045
        32,         1,                                        ,      2020/11/21 10:20:21,2020/11/21 10:36:07,             320.047,           82717.794,            1181.358,             270.647,               0.762,               0.005,               5.000,      2011,   946.015
        33,         1,                                        ,      2020/11/21 10:48:15,2020/11/21 11:03:53,             298.910,           77280.458,            1138.082,             310.233,               0.721,               0.006,               5.000,      1993,   938.196
        34,         1,                                        ,      2020/11/21 11:16:03,2020/11/21 11:31:46,             309.824,           80208.460,            1181.072,             310.087,               0.682,               0.005,               5.000,      2006,   943.939
        35,         1,                                        ,      2020/11/21 11:43:57,2020/11/21 11:58:59,             222.723,           57736.892,             944.697,             455.734,               0.788,               0.008,               5.000,      1916,   901.439
        36,         1,                                        ,      2020/11/21 12:11:05,2020/11/21 12:26:32,             277.944,           71907.741,            1081.258,             337.817,               0.692,               0.007,               5.000,      1970,   926.757
        37,         1,                                        ,      2020/11/21 12:38:47,2020/11/21 12:53:12,             162.967,           42324.892,             734.039,             543.001,               0.748,               0.008,               5.000,      1839,   865.482
        38,         1,                                        ,      2020/11/21 13:05:25,2020/11/21 13:21:06,             313.180,           80984.549,            1099.088,             207.464,               0.635,               0.007,               5.000,      1999,   940.863
        39,         1,                                        ,      2020/11/21 13:33:11,2020/11/21 13:48:32,             264.530,           68515.572,             923.675,             199.430,               0.728,               0.007,               5.000,      1956,   920.447
        40,         1,                                        ,      2020/11/21 14:00:43,2020/11/21 14:16:21,             303.973,           78653.062,             993.615,             123.954,               0.704,               0.004,               5.000,      1994,   938.736
        41,         1,                                        ,      2020/11/21 14:28:39,2020/11/21 14:43:06,             169.542,           44025.869,             588.532,             189.344,               0.768,               0.009,               5.000,      1843,   866.445
        42,         1,                                        ,      2020/11/21 14:55:18,2020/11/21 15:10:22,             225.930,           58541.134,             725.993,             103.359,               0.648,               0.005,               5.000,      1921,   903.724
        43,         1,                                        ,      2020/11/21 15:22:36,2020/11/21 15:37:13,             187.179,           48255.012,             536.746,             -10.373,               0.658,               0.006,               5.000,      1865,   876.943
        44,         1,                                        ,      2020/11/21 15:50:37,2020/11/21 15:57:00,               6.333,            1616.865,              18.433,              14.299,               1.214,               0.015,               5.000,       816,   383.038
        45,         1,                                        ,      2020/11/21 16:09:15,2020/11/21 16:24:43,             291.168,           75181.305,             892.132,              55.762,               0.471,               0.001,               5.000,      1976,   928.604
        46,         1,                                        ,      2020/11/21 16:36:54,2020/11/21 16:51:46,             208.187,           53936.986,             626.565,              33.537,               0.690,               0.007,               5.000,      1901,   892.503
        47,         1,                                        ,      2020/11/21 17:04:03,2020/11/21 17:18:24,             160.577,           41629.986,             466.291,              -3.455,               0.571,               0.005,               5.000,      1831,   860.345
        48,         1,                                        ,      2020/11/21 17:30:42,2020/11/21 17:43:35,              77.976,           20348.642,             227.076,              -7.155,               0.623,               0.005,               5.000,      1645,   773.201
        49,         1,                                        ,      2020/11/21 17:55:59,2020/11/21 18:08:48,              77.593,           20210.080,             235.877,              38.400,               0.527,               0.005,               5.000,      1635,   768.574
        50,         1,                                        ,      2020/11/21 18:21:06,2020/11/21 18:34:09,              86.115,           22413.090,             247.155,             -18.897,               0.497,               0.002,               5.000,      1667,   783.411
        51,         1,                                        ,      2020/11/21 18:46:24,2020/11/21 19:00:49,             171.185,           44257.994,            1050.172,            1111.142,               0.493,               0.002,               5.000,      1842,   865.580
        52,         1,                                        ,      2020/11/21 19:13:01,2020/11/21 19:27:23,             166.061,           42968.952,            1167.334,            1417.078,               0.598,               0.007,               5.000,      1833,   861.734
        53,         1,                                        ,      2020/11/21 19:39:39,2020/11/21 19:53:38,             137.415,           35615.100,            1126.316,            1813.680,               0.547,               0.006,               5.000,      1785,   839.348
        54,         1,                                        ,      2020/11/21 20:05:56,2020/11/21 20:18:52,              79.559,           20760.970,             969.979,            3156.818,               0.573,               0.007,               5.000,      1649,   775.762
        55,         1,                                        ,      2020/11/21 20:31:15,2020/11/21 20:44:09,              78.203,           20412.857,             946.923,            3127.220,               0.550,               0.007,               5.000,      1647,   774.180
        56,         1,                                        ,      2020/11/21 20:56:27,2020/11/21 21:09:22,              81.181,           21111.360,             937.550,            2951.168,               0.466,               0.006,               5.000,      1647,   774.498
        57,         1,                                        ,      2020/11/21 21:21:36,2020/11/21 21:36:11,             186.808,           48100.362,             538.306,              -4.299,               0.470,               0.004,               5.000,      1861,   875.293
        58,         1,                                        ,      2020/11/21 21:49:49,2020/11/21 21:56:04,               6.230,            1565.599,              18.515,              52.163,               1.134,               0.014,               5.000,       799,   375.395
        59,         1,                                        ,      2020/11/21 22:08:27,2020/11/21 22:21:23,              80.881,           20993.033,             900.758,            2817.503,               0.440,               0.003,               5.000,      1651,   776.553
        60,         1,                                        ,      2020/11/21 22:33:49,2020/11/21 22:46:42,              79.550,           20706.402,             880.521,            2783.411,               0.404,               0.004,               5.000,      1645,   773.472
        61,         1,                                        ,      2020/11/21 22:59:10,2020/11/21 23:12:06,              81.579,           21233.027,             829.405,            2475.394,               0.482,               0.008,               5.000,      1651,   775.999
        62,         1,                                        ,      2020/11/21 23:24:25,2020/11/21 23:37:18,              79.588,           20696.298,             706.832,            2038.589,               0.476,               0.005,               5.000,      1645,   773.545
        63,         1,                                        ,      2020/11/21 23:49:42,2020/11/22 00:02:34,              79.117,           20603.940,             754.992,            2260.170,               0.520,               0.006,               5.000,      1641,   772.103
        64,         1,                                        ,      2020/11/22 00:15:02,2020/11/22 00:27:53,              76.677,           19960.139,             590.861,            1633.721,               0.497,               0.004,               5.000,      1639,   770.956
        65,         1,                                        ,      2020/11/22 00:40:18,2020/11/22 00:53:09,              78.327,           20382.959,             564.599,            1464.461,               0.468,               0.006,               5.000,      1640,   771.340
        66,         1,                                        ,      2020/11/22 01:05:35,2020/11/22 01:18:22,              75.794,           19735.038,             520.318,            1345.742,               0.467,               0.006,               5.000,      1631,   766.943
        67,         1,                                        ,      2020/11/22 01:30:49,2020/11/22 01:43:40,              78.164,           20319.282,             495.988,            1171.761,               0.460,               0.004,               5.000,      1640,   771.640
        68,         1,                                        ,      2020/11/22 01:56:00,2020/11/22 02:08:48,              77.034,           20065.113,             466.774,            1069.737,               0.450,               0.005,               5.000,      1633,   768.088
        69,         1,                                        ,      2020/11/22 02:21:13,2020/11/22 02:34:04,              78.629,           20456.615,             428.841,             865.149,               0.478,               0.004,               5.000,      1639,   771.077
        70,         1,                                        ,      2020/11/22 02:46:21,2020/11/22 03:00:55,             186.310,           47933.324,             534.259,              -8.328,               0.408,               0.000,               5.000,      1858,   874.000
        71,         1,                                        ,      2020/11/22 03:14:23,2020/11/22 03:20:49,               6.368,            1621.593,              18.624,              21.842,               1.103,               0.013,               5.000,       821,   386.126
        72,         1,                                        ,      2020/11/22 03:33:14,2020/11/22 03:46:04,              77.686,           20225.443,             389.868,             715.020,               0.386,               0.002,               5.000,      1637,   770.060
        73,         1,                                        ,      2020/11/22 03:58:28,2020/11/22 04:11:13,              75.826,           19732.309,             352.540,             589.571,               0.499,               0.003,               5.000,      1627,   765.416
        74,         1,                                        ,      2020/11/22 04:23:36,2020/11/22 04:36:29,              79.912,           20800.923,             346.341,             481.393,               0.490,               0.003,               5.000,      1644,   773.251
        75,         1,                                        ,      2020/11/22 04:48:51,2020/11/22 05:01:48,              81.695,           21258.473,             311.864,             305.218,               0.484,               0.005,               5.000,      1651,   776.949
        76,         1,                                        ,      2020/11/22 05:14:12,2020/11/22 05:27:06,              80.261,           20873.965,             293.978,             253.022,               0.455,               0.004,               5.000,      1646,   774.579
        77,         1,                                        ,      2020/11/22 05:39:30,2020/11/22 05:52:25,              79.624,           20754.489,             281.354,             206.120,               0.418,               0.003,               5.000,      1647,   774.739
        78,         1,                                        ,      2020/11/22 06:04:48,2020/11/22 06:17:40,              79.608,           20736.806,             268.117,             150.357,               0.456,               0.004,               5.000,      1641,   771.682
        79,         1,                                        ,      2020/11/22 06:30:02,2020/11/22 06:42:52,              75.898,           19767.684,             246.129,             107.796,               0.470,               0.003,               5.000,      1638,   770.273
        80,         1,                                        ,      2020/11/22 06:55:20,2020/11/22 07:08:07,              76.651,           19952.649,             237.537,              59.212,               0.474,               0.003,               5.000,      1631,   766.981
        81,         1,                                        ,      2020/11/22 07:20:18,2020/11/22 07:35:38,             270.547,           69905.226,             771.391,             -18.205,               0.428,               0.002,               5.000,      1958,   920.529
        82,         1,                                        ,      2020/11/22 07:47:52,2020/11/22 08:02:19,             168.940,           43747.549,             481.650,             -20.438,               0.604,               0.003,               5.000,      1841,   866.204
        83,         1,                                        ,      2020/11/22 08:14:46,2020/11/22 08:27:38,              78.064,           20359.935,             224.781,             -17.720,               0.548,               0.006,               5.000,      1641,   771.698
        84,         1,                                        ,      2020/11/22 08:39:59,2020/11/22 08:53:03,              87.220,           22715.835,             250.687,             -18.125,               0.424,               0.002,               5.000,      1668,   784.423
        85,         1,                                        ,      2020/11/22 09:05:19,2020/11/22 09:19:51,             186.737,           48078.303,             534.105,             -11.602,               0.470,              -0.001,               5.000,      1857,   872.458
        86,         1,                                        ,      2020/11/22 09:33:27,2020/11/22 09:39:46,               6.210,            1570.426,              17.558,              -5.279,               1.123,               0.013,               5.000,       807,   378.893
        87,         1,                                        ,      2020/11/22 09:47:52,2020/11/22 09:51:54,               5.459,            1069.607,              11.854,             -13.998,               1.348,               0.016,               5.000,       516,   242.015
