 Sample Id,Peak Number,                             Description,               Start Time,  End Time,     Max 12CO2 (ppm),      12CO2 Integral,      13CO2 Integral,           Delta 13C,      12CO2 Baseline,      13CO2 Baseline,           Threshold,Number of data points,Time interval (seconds)
        22,         1,                                        ,      2020/12/05 06:35:56,2020/12/05 06:49:16,              99.186,           25884.983,            1032.070,            2547.392,               0.606,               0.007,               5.000,      1704,   800.637
        23,         1,                                        ,      2020/12/05 07:01:37,2020/12/05 07:14:28,              78.839,           20633.977,            1241.158,            4351.666,               0.600,               0.008,               5.000,      1641,   771.282
        24,         1,                                        ,      2020/12/05 07:26:49,2020/12/05 07:39:58,              89.011,           23244.629,            1416.223,            4420.777,               0.629,               0.006,               5.000,      1677,   788.357
        25,         1,                                        ,      2020/12/05 07:52:08,2020/12/05 08:07:10,             233.066,           60447.742,            1895.090,            1789.344,               0.565,               0.008,               5.000,      1920,   902.659
        26,         1,                                        ,      2020/12/05 08:19:27,2020/12/05 08:32:19,              76.466,           20053.054,            1296.126,            4750.615,               0.761,               0.011,               5.000,      1641,   772.081
        27,         1,                                        ,      2020/12/05 08:44:28,2020/12/05 08:59:06,             190.880,           49253.300,             551.928,              -3.004,               0.565,               0.006,               5.000,      1867,   878.061
        29,         1,                                        ,      2020/12/05 09:28:29,2020/12/05 09:41:26,              82.571,           21461.259,            1266.024,            4248.515,               0.502,               0.004,               5.000,      1653,   777.428
        30,         1,                                        ,      2020/12/05 09:53:38,2020/12/05 10:08:25,             198.162,           51332.284,            1575.230,            1730.260,               0.547,               0.006,               5.000,      1888,   887.238
        31,         1,                                        ,      2020/12/05 10:20:41,2020/12/05 10:34:06,             100.562,           26217.715,             840.239,            1851.469,               0.615,               0.009,               5.000,      1711,   804.376
        32,         1,                                        ,      2020/12/05 10:46:22,2020/12/05 11:00:37,             153.505,           39857.201,            1243.422,            1775.654,               0.543,               0.005,               5.000,      1818,   854.689
        33,         1,                                        ,      2020/12/05 11:13:00,2020/12/05 11:26:02,              83.023,           21709.690,             876.062,            2590.329,               0.638,               0.008,               5.000,      1663,   782.204
        34,         1,                                        ,      2020/12/05 11:38:25,2020/12/05 11:51:24,              80.135,           20931.799,             746.893,            2174.705,               0.599,               0.008,               5.000,      1656,   778.812
        35,         1,                                        ,      2020/12/05 12:03:45,2020/12/05 12:17:02,              96.361,           25064.567,             710.925,            1523.596,               0.503,               0.005,               5.000,      1697,   797.312
        36,         1,                                        ,      2020/12/05 12:29:25,2020/12/05 12:42:18,              80.125,           20897.093,             614.577,            1616.633,               0.585,               0.006,               5.000,      1643,   773.011
        37,         1,                                        ,      2020/12/05 12:54:45,2020/12/05 13:07:37,              77.256,           20202.860,             532.085,            1343.261,               0.554,               0.003,               5.000,      1643,   772.775
        38,         1,                                        ,      2020/12/05 13:20:04,2020/12/05 13:32:53,              77.996,           20372.252,             462.677,            1020.658,               0.502,               0.003,               5.000,      1638,   769.673
        39,         1,                                        ,      2020/12/05 13:45:14,2020/12/05 13:58:06,              78.829,           20551.123,             427.732,             851.777,               0.498,               0.002,               5.000,      1643,   772.646
        40,         1,                                        ,      2020/12/05 14:10:22,2020/12/05 14:25:07,             199.960,           51683.284,             567.131,             -23.692,               0.500,               0.003,               5.000,      1883,   885.526
        41,         1,                                        ,      2020/12/05 14:37:17,2020/12/05 14:52:03,             200.027,           51811.984,             706.848,             213.804,               0.618,               0.005,               5.000,      1885,   886.572
        42,         1,                                        ,      2020/12/05 15:04:14,2020/12/05 15:18:50,             189.967,           49024.979,             545.436,             -10.124,               0.601,               0.004,               5.000,      1860,   875.395
        44,         1,                                        ,      2020/12/05 15:48:00,2020/12/05 16:02:55,             217.455,           56177.172,             720.343,             140.865,               0.458,               0.002,               5.000,      1901,   894.348
        45,         1,                                        ,      2020/12/05 16:15:02,2020/12/05 16:29:44,             194.268,           50266.691,             628.523,             112.489,               0.641,               0.005,               5.000,      1875,   881.879
        46,         1,                                        ,      2020/12/05 16:41:51,2020/12/05 16:56:56,             233.417,           60406.357,             723.128,              65.094,               0.622,               0.005,               5.000,      1925,   905.364
        47,         1,                                        ,      2020/12/05 17:09:09,2020/12/05 17:24:00,             211.773,           54885.742,             651.450,              56.034,               0.640,               0.004,               5.000,      1895,   891.640
        48,         1,                                        ,      2020/12/05 17:36:17,2020/12/05 17:51:02,             198.770,           51532.385,             606.595,              47.306,               0.642,               0.006,               5.000,      1882,   885.294
        49,         1,                                        ,      2020/12/05 18:03:17,2020/12/05 18:17:50,             175.767,           45669.365,             530.024,              32.589,               0.662,               0.006,               5.000,      1855,   872.658
        50,         1,                                        ,      2020/12/05 18:30:07,2020/12/05 18:44:41,             184.541,           47877.264,             549.773,              21.672,               0.629,               0.006,               5.000,      1859,   874.389
        51,         1,                                        ,      2020/12/05 18:56:57,2020/12/05 19:11:00,             138.112,           35943.644,             415.819,              29.290,               0.626,               0.006,               5.000,      1791,   842.963
        52,         1,                                        ,      2020/12/05 19:23:14,2020/12/05 19:37:58,             196.842,           51053.842,             576.062,               3.914,               0.547,               0.005,               5.000,      1879,   884.081
        53,         1,                                        ,      2020/12/05 19:50:16,2020/12/05 20:03:20,              83.863,           21966.061,             323.438,             310.074,               0.664,               0.005,               5.000,      1669,   784.610
        54,         1,                                        ,      2020/12/05 20:15:39,2020/12/05 20:28:41,              83.286,           21807.622,             331.705,             353.319,               0.525,               0.004,               5.000,      1666,   782.570
        55,         1,                                        ,      2020/12/05 20:41:02,2020/12/05 20:54:07,              84.212,           22059.218,             357.634,             442.461,               0.542,               0.002,               5.000,      1670,   785.018
        56,         1,                                        ,      2020/12/05 21:06:28,2020/12/05 21:19:50,              98.384,           25705.352,             409.199,             416.344,               0.485,               0.003,               5.000,      1705,   801.704
        57,         1,                                        ,      2020/12/05 21:32:04,2020/12/05 21:46:43,             193.294,           49817.691,             553.856,             -10.834,               0.528,               0.004,               5.000,      1871,   879.416
        59,         1,                                        ,      2020/12/05 22:16:09,2020/12/05 22:29:03,              78.600,           20544.494,             332.807,             441.298,               0.426,               0.003,               5.000,      1649,   774.212
        60,         1,                                        ,      2020/12/05 22:41:30,2020/12/05 22:54:22,              79.645,           20762.423,             316.083,             354.502,               0.530,               0.006,               5.000,      1644,   771.931
        61,         1,                                        ,      2020/12/05 23:06:47,2020/12/05 23:19:49,              82.144,           21498.883,             301.404,             247.357,               0.520,               0.005,               5.000,      1665,   781.736
        62,         1,                                        ,      2020/12/05 23:32:12,2020/12/05 23:45:16,              83.367,           21794.896,             293.221,             197.013,               0.463,               0.004,               5.000,      1669,   783.795
        63,         1,                                        ,      2020/12/05 23:57:40,2020/12/06 00:10:45,              83.873,           21927.661,             270.437,              97.316,               0.491,               0.004,               5.000,      1669,   784.471
        64,         1,                                        ,      2020/12/06 00:23:01,2020/12/06 00:37:40,             190.832,           49266.360,             547.423,             -11.375,               0.466,               0.001,               5.000,      1869,   878.618
