"","dtime","bela_co2_flux","C.mod.flux","NEP_gC","DIC_pred","DIC_sat","oxy","oxysat","bela_co2_conc","bela_co2_sat"
"16",2019-08-10 06:30:00,4.66560802237705,3.27729599906542,-4.16385791941965,5.45081983544386,5.12375958622391,5.861,9.45451726766187,2.03511871705764,0.0145748446293358
"17",2019-08-10 06:40:00,4.6588378162872,3.07923971758534,-3.83173943091077,5.45066440431557,5.12389191145511,5.902,9.47129487385549,2.03340669574018,0.014583539172824
"18",2019-08-10 06:50:00,4.62119430784327,2.87472374503045,-3.49547584487427,5.44932217213749,5.12395806056987,5.947,9.47320957861362,2.01888176843768,0.0145878894087304
"19",2019-08-10 07:00:00,4.60465759316816,2.66407334789328,-3.15570738589504,5.44880465808229,5.12409033179641,5.98,9.46746751117426,2.01326210527558,0.0145965958142568
"20",2019-08-10 07:10:00,4.57698807904441,2.45228715111951,-2.81308095204768,5.44778113509697,5.12409033179641,6.038,9.48066214581992,2.00221741573143,0.0145965958142568
"21",2019-08-10 07:20:00,4.54873480254895,2.23911014151045,-2.46824888284406,5.44659584088104,5.12389191145511,6.081,9.47129487385549,1.98948879945967,0.014583539172824
"22",2019-08-10 07:30:00,4.51389704503668,2.02719803561007,-2.12186771721384,5.44530477430887,5.12389191145511,6.158,9.47874478414855,1.9755927127939,0.014583539172824
"23",2019-08-10 07:40:00,4.48139984451721,1.81693438970115,-1.77459694391354,5.44405291438027,5.1238257533397,6.243,9.47129487385549,1.96215334834055,0.0145791909133849
"24",2019-08-10 07:50:00,4.40489405259937,1.61522791527087,-1.42709774534149,5.44120765714446,5.1238257533397,6.349,9.45812321019488,1.93164396375644,0.0145791909133849
"25",2019-08-10 08:00:00,4.31998818355409,1.42149320589035,-1.0800317392459,5.43794923495834,5.123693410108,6.541,9.47320957861362,1.89686212451909,0.0145705003196001
"26",2019-08-10 08:10:00,4.22575604822488,1.23821122981161,-0.73405971863044,5.43424248549817,5.12342861564867,6.744,9.45451726766187,1.85749414204618,0.0145531428022855
"27",2019-08-10 08:20:00,4.08855911758181,1.06814277717245,-0.389840393636462,5.42890410071663,5.12316367720933,7.009,9.44329076200667,1.80110713718932,0.0145358167880419
"28",2019-08-10 08:30:00,3.95149672596662,0.9115503147156,-0.0480291378177133,5.42354034436372,5.12289859480792,7.316,9.43779201400384,1.74487993255422,0.0145185222082986
"29",2019-08-10 08:40:00,3.80253663640335,0.769123164311641,0.290723260204615,5.41772767290161,5.12269968854277,7.638,9.42111888868224,1.68444396419086,0.0145055718612306
"30",2019-08-10 08:50:00,3.62551848744572,0.641941487370666,0.625771835131156,5.41061888212461,5.12223525909186,7.998,9.39715037100152,1.61138815965435,0.0144754228364523
"31",2019-08-10 09:00:00,3.43849769297259,0.529185131203939,0.95647867403105,5.40296821503901,5.12163748799587,8.331,9.38060366074849,1.53386627416263,0.0144368001352995
"32",2019-08-10 09:10:00,3.30846644320483,0.42952400992112,1.2822141294319,5.39756786003232,5.12117205143275,8.627,9.36786224116868,1.47989245501625,0.0144068689486718
"33",2019-08-10 09:20:00,3.16784294822048,0.341827375427058,1.60235801958564,5.39165625347854,5.12063958463771,8.853,9.35327854445938,1.42157228467367,0.0143727778288476
"34",2019-08-10 09:30:00,3.0551570070398,0.264766095126255,1.91630080821836,5.38688726786379,5.12023985713569,9.077,9.33707530085904,1.37513324934932,0.0143472903464609
"35",2019-08-10 09:40:00,2.96032796716218,0.197183758457931,2.2234447655698,5.38283889399445,5.1199065038344,9.298,9.31348263512379,1.33617014402888,0.0143261035385252
"36",2019-08-10 09:50:00,2.84320600913553,0.138210963501771,2.52320510643627,5.37772211385162,5.11937267152374,9.546,9.30811659400557,1.28760129757916,0.0142923040694777
"37",2019-08-10 10:00:00,2.74278051601523,0.0867815649434935,2.81501110320496,5.37321083085008,5.1187714233138,9.731,9.29020064834983,1.2454517844943,0.0142544253541487
"38",2019-08-10 10:10:00,2.64781020455058,0.0416830774963961,3.09830717286084,5.36888271973879,5.1181694481124,9.935,9.25986257438628,1.20561048888809,0.0142167001736108
"39",2019-08-10 10:20:00,2.55211887021155,0.00205721554870021,3.37255393477373,5.36444082694124,5.11749973449077,10.227,9.23681670567529,1.16537081796049,0.0141749624707442
"40",2019-08-10 10:30:00,2.46749541978993,-0.0325648255266195,3.63722923732171,5.36032838030445,5.11662776622272,10.476,9.20698804077816,1.12880020354774,0.0141209837839851
"41",2019-08-10 10:40:00,2.35777304643748,-0.063065686163717,3.89182915238336,5.35505569600074,5.11575428342923,10.709,9.19647715455639,1.08271994645836,0.0140673199413692
"42",2019-08-10 10:50:00,2.26764809313015,-0.0905733424693645,4.13586893467918,5.35067897118755,5.11508134362572,10.871,9.15985561706593,1.04524818996456,0.0140262529224618
"43",2019-08-10 11:00:00,2.21334299232165,-0.114414265407148,4.36888394479605,5.34765482053526,5.11393529198057,11.042,9.12707633539005,1.0200356028787,0.0139568607436154
"44",2019-08-10 11:10:00,2.14053917545696,-0.134543698796142,4.59043053356248,5.34339934337176,5.11204204499006,11.162,9.04524523873002,0.985296902677574,0.0138437141397305
"45",2019-08-10 11:20:00,2.06897872906352,-0.151278157779838,4.80008688702479,5.33890795412279,5.1095975877448,11.391,8.98326687875203,0.949635406423759,0.0137003060493694
"46",2019-08-10 11:30:00,2.01924660042589,-0.16718394423832,4.99745382946862,5.33569976128237,5.10775666854092,11.6,8.89607533322449,0.924746233507899,0.0135942507639215
"47",2019-08-10 11:40:00,1.96073424218886,-0.18170669985418,5.18215558350483,5.33213617034297,5.10611485542511,11.784,8.8571945347597,0.897504518306761,0.0135010427105722
"48",2019-08-10 11:50:00,1.92377520214455,-0.195765495838976,5.35384048531486,5.32980790899296,5.10494881172291,11.921,8.82030133870661,0.880059612329731,0.0134356185594764
"49",2019-08-10 12:00:00,1.87803183538262,-0.207868041084556,5.51218165443802,5.32668884897717,5.10302268852924,11.955,8.76157614072265,0.857227562060353,0.0133289294145259
"50",2019-08-10 12:10:00,1.84977851944039,-0.217994946810505,5.6568776160638,5.32423821116931,5.1006745089447,12.118,8.68507599325209,0.839929211083934,0.013201140769649
"51",2019-08-10 12:20:00,1.81349585139173,-0.227532375221373,5.78765287503127,5.32149556217248,5.09859412411676,12.208,8.62216507220048,0.82071706612496,0.0130899655039379
"52",2019-08-10 12:30:00,1.76582046095484,-0.236034775506232,5.90425844040965,5.31811821062006,5.09643608425176,12.315,8.53911718562687,0.79742142944996,0.0129766141605789
"53",2019-08-10 12:40:00,1.72135119590955,-0.243731707333189,6.00647229942891,5.31483965658324,5.09419959959818,12.451,8.47841186687822,0.775408681668095,0.0128612108029908
"54",2019-08-10 12:50:00,1.69059044315735,-0.251337578132027,6.09409984034553,5.31240325802973,5.09230560998756,12.501,8.42123009998999,0.759491391675226,0.0127650872235316
"55",2019-08-10 13:00:00,1.66951356222811,-0.25769272931225,6.16697422292437,5.31019530982513,5.0897704222539,12.575,8.34632559825059,0.745639639234293,0.0126386700491449
"56",2019-08-10 13:10:00,1.65783030234413,-0.264200975944392,6.22495669610496,5.30881589547973,5.08800326239544,12.628,8.29524659846297,0.737183057587082,0.0125520375583509
"57",2019-08-10 13:20:00,1.62869304186901,-0.2703306881488,6.26793686219846,5.3065775520893,5.08644369298695,12.628,8.25721541195978,0.723171982694116,0.0124765743582037
