"","code","MinFrom0","SpC_corr","DOC_conc","Delta.13C","AF_corr","doc_13C","delCO2","co2AF_corr","DIC13","removed_c"
"159","b_l_up",70,84.30888093689,2.06,2951.168,0.0316974192981103,0.0652966837541073,3.038274486,0.000281714747146684,0.0198496210839553,0.0511298661111219
"160","b_l_up",73,85.354261548471,2.06,2817.503,0.0303184103957563,0.0624559254152579,3.343541111,0.000285069036799908,0.0200859643329215,0.0554142452945354
"161","b_l_up",76,86.399642160052,2.02,2783.411,0.0299660505208863,0.0605314220521903,4.875159501,0.000301898216396937,0.0212717483273282,0.0587823695021673
"162","b_l_up",80,85.46014964216,2.07,2475.394,0.0267707440783865,0.0554154402422601,5.926396641,0.000313448711614921,0.0220855962203873,0.0626009568826276
"163","b_l_up",85,81.535783994795,NA,2256.9915,0.0244921511594823,0.0500214769678655,4.676578268,0.00029971626967038,0.021118008360975,0.0625755580725658
"164","b_l_up",95,71.6870527000651,2.01,2038.589,0.02220274313108,0.0446275136934709,2.018757994,0.000270512068298565,0.0190602803323169,0.0543688924161428
"165","b_l_up",90,76.6114183474301,2,2260.17,0.0245253898114168,0.0490507796228335,3.165987491,0.00028311806877231,0.0199484991256969,0.056745940952189
"166","b_l_up",100,65.7626870527001,NA,1946.9455,0.0212388488544226,0.0417380335418509,0.852985239,0.000257701981338008,0.0181576816050761,0.0490771057214016
"167","b_l_up",106,58.8534482758621,1.92,1633.721,0.0179298372192022,0.0344252874608682,-0.161292558,0.000246556325816924,0.0173723587170605,0.0468485220629413
"168","b_l_up",110,54.9139557579701,1.97,1464.461,0.0161322826685524,0.0317805968570483,-1.354976629,0.000233438895925593,0.0164481046069173,0.0440529610944342
"169","b_l_up",115,49.9895901106051,1.9,1345.742,0.014867502247688,0.0282482542706073,-2.40275405,0.000221924551768723,0.0156368039176242,0.0407849892154664
"170","b_l_up",120,46.0652244632401,1.96,1171.761,0.0130080333723921,0.0254957454098885,-3.907910505,0.000205383461297136,0.0144713186829962,0.0381181359917288
"171","b_l_up",125,42.1408588158751,1.93,1069.737,0.0119143192878047,0.0229946362254631,-4.744274987,0.000196191898184789,0.0138236811461002,0.0351998830916977
"172","b_l_up",135,35.2921275211451,1.97,865.149,0.0097137007159506,0.0191359904104227,-6.911186883,0.000172376955490735,0.0121456802838772,0.0296007571187777
"173","b_l_up",145,28.4433962264151,1.95,715.02,0.00809254670771426,0.0157804660800428,-7.964645929,0.000160798743781318,0.0113298794868317,0.0234985096611971
"174","b_l_up",155,22.5946649316851,1.89,589.571,0.00673377601876588,0.0127268366754675,-8.866395888,0.000150887699930576,0.0106315473371084,0.0184753196587643
"175","b_l_up",165,18.7459336369551,2,481.393,0.00555904629301371,0.0111180925860274,-10.37068969,0.000134353714700405,0.00946656273779054,0.0147691491031011
"176","b_l_up",185,14.0484710474951,2.05,305.218,0.00363989683735457,0.00746178851657687,-10.98677303,0.000127582063528864,0.00898943219624374,0.0119384810252021
"177","b_l_up",205,9.35100845803513,2.01,253.022,0.00306986464267595,0.00617042793177865,-12.53694122,0.000110543052273171,0.00778886346316765,0.00674286946265082
"178","b_l_up",225,6.65354586857515,1.99,206.12,0.00255708542077191,0.0050885999873361,-13.37632822,0.000101316502233828,0.00713876074739552,0.00409963002164863
"179","b_l_up",255,2.10735198438517,1.99,150.357,0.00194673458614987,0.00387400182643825,-14.05887799,9.38137816410573e-05,0.0066101190544289,-0.000963849086096826
"180","b_l_up",285,1.56115810019519,1.89,107.796,0.00148037713115981,0.00279791277789204,-15.31197628,8.00391837757486e-05,0.00563956088883925,-0.000642027782384405
"181","b_l_up",345,-0.531229668184776,1.91,59.212,0.000947484488078097,0.00180969537222917,-16.82689056,6.33860791041489e-05,0.00446618313367833,-0.00254329824734147
"182","b_l_up",512.333333333333,0,7.12,-18.205,9.71484689388669e-05,0.000691697098844733,-18.93580509,4.02023323896866e-05,0.00283265634017731,-0.000691697098844733
