time,white_co2,bela_co2,white_temp,bela_temp
8/12/19 15:00:00,2030.47,1681.69,19.12,20.59
8/12/19 15:10:00,2009.12,1653.5,19.22,20.7
8/12/19 15:20:00,1992.88,1626.39,19.32,20.84
8/12/19 15:30:00,1959.79,1596.39,19.4,20.92
8/12/19 15:40:00,1936.95,1567.93,19.46,21
8/12/19 15:50:00,1930.99,1551.91,19.5,21.04
8/12/19 16:00:00,1917.04,1537.1,19.53,21.05
8/12/19 16:10:00,1914.87,1542.78,19.57,21.04
8/12/19 16:20:00,1910.85,1543.8,19.6,21.07
8/12/19 16:30:00,1913.21,1538.59,19.6,21.1
8/12/19 16:40:00,1921.5,1533.02,19.62,21.13
8/12/19 16:50:00,1918.88,1519.78,19.64,21.18
8/12/19 17:00:00,1923.11,1513.71,19.64,21.24
8/12/19 17:10:00,1939.55,1511.5,19.62,21.25
8/12/19 17:20:00,1942.89,1521.06,19.62,21.23
8/12/19 17:30:00,1968.2,1533.21,19.62,21.23
8/12/19 17:40:00,1998.73,1556.04,19.61,21.21
8/12/19 17:50:00,2023.22,1574.84,19.57,21.17
8/12/19 18:00:00,2050.23,1599.38,19.51,21.18
8/12/19 18:10:00,2075.05,1632.18,19.49,21.16
8/12/19 18:20:00,2107.1,1658.44,19.43,21.12
8/12/19 18:30:00,2151.92,1704.22,19.35,21.1
8/12/19 18:40:00,2177.81,1740.08,19.3,21.08
8/12/19 18:50:00,2205.91,1788.6,19.3,21.06
8/12/19 19:00:00,2222.2,1804.95,19.27,21.05
8/12/19 19:10:00,2234.14,1811.48,19.24,21.05
8/12/19 19:20:00,2250.88,1816.33,19.21,21.02
8/12/19 19:30:00,2262.34,1831.83,19.19,20.94
8/12/19 19:40:00,2289.37,1865.11,19.13,20.89
8/12/19 19:50:00,2309.25,1902.44,19.08,20.83
8/12/19 20:00:00,2329.67,1936.7,19.05,20.76
8/12/19 20:10:00,2351.52,1970.05,19,20.67
8/12/19 20:20:00,2380.43,2009.86,18.93,20.6
8/12/19 20:30:00,2414.12,2059.79,18.83,20.52
8/12/19 20:40:00,2465.17,2122.62,18.77,20.43
8/12/19 20:50:00,2500.87,2160.05,18.69,20.34
8/12/19 21:00:00,2561.88,2212.32,18.59,20.28
8/12/19 21:10:00,2637.35,2274.67,18.5,20.18
8/12/19 21:20:00,2674.69,2324.78,18.39,20.06
8/12/19 21:30:00,2736.36,2394.03,18.28,19.96
8/12/19 21:40:00,2794.85,2464.07,18.18,19.87
8/12/19 21:50:00,2863.96,2525.09,18.07,19.76
8/12/19 22:00:00,2925.08,2584.23,18,19.64
8/12/19 22:10:00,2980.04,2639,17.89,19.55
8/12/19 22:20:00,3036,2691.82,17.78,19.46
8/12/19 22:30:00,3092.09,2741.14,17.68,19.39
8/12/19 22:40:00,3157.92,2799.17,17.6,19.29
8/12/19 22:50:00,3210.92,2839.7,17.49,19.18
8/12/19 23:00:00,3267.8,2862.59,17.4,19.09
8/12/19 23:10:00,3313.27,2922.35,17.32,19.03
8/12/19 23:20:00,3350.84,2961.5,17.23,18.93
8/12/19 23:30:00,3378.06,3008.56,17.13,18.82
8/12/19 23:40:00,3401.97,3044.14,17.04,18.72
8/12/19 23:50:00,3422.46,3082.01,16.97,18.64
8/13/19 0:00:00,3444.73,3105.34,16.9,18.57
8/13/19 0:10:00,3454.27,3146.73,16.82,18.5
8/13/19 0:20:00,3457.49,3181.15,16.74,18.44
8/13/19 0:30:00,3466.1,3203.62,16.69,18.37
8/13/19 0:40:00,3463.99,3227.57,16.63,18.3
8/13/19 0:50:00,3466.91,3260.54,16.57,18.23
8/13/19 1:00:00,3456.88,3270.76,16.53,18.19
8/13/19 1:10:00,3456.26,3278.26,16.49,18.13
8/13/19 1:20:00,3462.24,3289.08,16.44,18.06
8/13/19 1:30:00,3460.12,3278.49,16.39,17.98
8/13/19 1:40:00,3451.43,3279.61,16.35,17.91
8/13/19 1:50:00,3433.89,3297.37,16.33,17.83
8/13/19 2:00:00,3438.16,3268.24,16.29,17.76
8/13/19 2:10:00,3423.34,3261.27,16.23,17.72
8/13/19 2:20:00,3423.68,3258,16.2,17.66
8/13/19 2:30:00,3404.9,3238.62,16.15,17.62
8/13/19 2:40:00,3406.39,3236.08,16.11,17.57
8/13/19 2:50:00,3402.93,3227.22,16.07,17.51
8/13/19 3:00:00,3395.71,3236.17,16.04,17.44
8/13/19 3:10:00,3390.03,3231.02,16,17.39
8/13/19 3:20:00,3382.64,3205.89,15.95,17.33
8/13/19 3:30:00,3387.39,3213.99,15.9,17.27
8/13/19 3:40:00,3380.24,3200.72,15.87,17.24
8/13/19 3:50:00,3379.13,3202.32,15.83,17.18
8/13/19 4:00:00,3373.6,3188.34,15.78,17.14
8/13/19 4:10:00,3368.07,3173.5,15.74,17.1
8/13/19 4:20:00,3373.35,3181.92,15.69,17.06
8/13/19 4:30:00,3360.39,3165.62,15.67,16.99
8/13/19 4:40:00,3359.96,3170.7,15.62,16.95
8/13/19 4:50:00,3350.07,3143.22,15.58,16.9
8/13/19 5:00:00,3348.17,3125.21,15.53,16.85
8/13/19 5:10:00,3338.98,3141.46,15.49,16.81
8/13/19 5:20:00,3346.36,3131.47,15.46,16.75
8/13/19 5:30:00,3329.1,3131.42,15.44,16.72
8/13/19 5:40:00,3342.55,3123.52,15.4,16.67
8/13/19 5:50:00,3326.06,3112.71,15.36,16.62
8/13/19 6:00:00,3321.01,3093.55,15.3,16.6
8/13/19 6:10:00,3329.76,3124.21,15.27,16.57
8/13/19 6:20:00,3317.47,3116.43,15.25,16.52
8/13/19 6:30:00,3311.71,3101.71,15.22,16.49
8/13/19 6:40:00,3305.51,3082.8,15.19,16.44
8/13/19 6:50:00,3287.94,3076.65,15.17,16.41
8/13/19 7:00:00,3290.34,3057.75,15.14,16.38
8/13/19 7:10:00,3267.47,3036.16,15.12,16.37
8/13/19 7:20:00,3247.63,3006.59,15.12,16.37
8/13/19 7:30:00,3228.62,2968.51,15.16,16.37
8/13/19 7:40:00,3188.73,2922.1,15.18,16.37
8/13/19 7:50:00,3146.07,2877.73,15.2,16.4
8/13/19 8:00:00,3106.52,2820.31,15.24,16.41
8/13/19 8:10:00,3052.57,2785.4,15.29,16.47
8/13/19 8:20:00,3018.06,2731.66,15.35,16.52
8/13/19 8:30:00,2973.52,2682.57,15.42,16.59
8/13/19 8:40:00,2928.68,2617.85,15.51,16.66
8/13/19 8:50:00,2883.38,2570.53,15.59,16.74
8/13/19 9:00:00,2841.41,2516.75,15.66,16.82
8/13/19 9:10:00,2786.4,2454.78,15.77,16.94
8/13/19 9:20:00,2734.52,2386.99,15.91,17.04
8/13/19 9:30:00,2679.26,2350.32,16.04,17.22
8/13/19 9:40:00,2631.73,2298.97,16.16,17.4
8/13/19 9:50:00,2585.25,2246.42,16.33,17.54
8/13/19 10:00:00,2535.14,2204.75,16.52,17.72
8/13/19 10:10:00,2484.65,2159.43,16.7,18.07
8/13/19 10:20:00,2442.8,2106.01,16.91,18.4
8/13/19 10:30:00,2400.45,2065.66,17.14,18.69
8/13/19 10:40:00,2362.57,2026.67,17.37,18.96
8/13/19 10:50:00,2318.5,1990.47,17.6,19.29
8/13/19 11:00:00,2276.76,1991.97,17.87,19.4
8/13/19 11:10:00,2238.46,1958.05,18.12,19.5
8/13/19 11:20:00,2200.24,1938.38,18.43,19.75
8/13/19 11:30:00,2170.45,1901.82,18.7,20.04
8/13/19 11:40:00,2163.16,1886.42,18.98,20.35
8/13/19 11:50:00,2165.29,1855.34,19.3,20.62
8/13/19 12:00:00,2138.9,1814.5,19.6,20.93
8/13/19 12:10:00,2116.69,1801.54,19.87,21.23
8/13/19 12:20:00,2093.28,1782.1,20.17,21.52
8/13/19 12:30:00,2050.83,1770.43,20.48,21.85
8/13/19 12:40:00,2037.63,1758.35,20.8,22.14
8/13/19 12:50:00,2011.47,1743.45,21.09,22.48
8/13/19 13:00:00,1993.8,1713.94,21.37,22.73
8/13/19 13:10:00,1972.38,1693.72,21.69,22.99
8/13/19 13:20:00,1955.92,1683.25,21.97,23.3
8/13/19 13:30:00,1937.41,1656.82,22.22,23.53
8/13/19 13:40:00,1938.33,1671.34,22.48,23.8
8/13/19 13:50:00,1936.09,1638.63,22.72,24.06
8/13/19 14:00:00,1902.96,1615.82,22.94,24.26
8/13/19 14:10:00,1907.89,1620.01,23.14,24.46
8/13/19 14:20:00,1889.97,1605.02,23.32,24.67
8/13/19 14:30:00,1897.94,1609.07,23.49,24.87
8/13/19 14:40:00,1883.53,1593.71,23.58,25.05
8/13/19 14:50:00,1888.51,1588.96,23.68,25.2
8/13/19 15:00:00,1889.95,1594.55,23.7,25.35
8/13/19 15:10:00,1915.87,1588.72,23.62,25.45
8/13/19 15:20:00,1916.13,1588.99,23.5,25.55
8/13/19 15:30:00,1922.59,1586.82,23.38,25.63
8/13/19 15:40:00,1923.98,1597.84,23.27,25.71
8/13/19 15:50:00,1942.31,1592.14,23.13,25.76
8/13/19 16:00:00,1951.13,1599.97,23.02,25.77
8/13/19 16:10:00,1974.73,1613.51,22.95,25.74
8/13/19 16:20:00,2009.17,1619.42,22.91,25.68
8/13/19 16:30:00,2025.13,1638.36,22.85,25.6
8/13/19 16:40:00,2033.52,1671.54,22.84,25.5
8/13/19 16:50:00,2039.8,1644.03,22.89,25.66
8/13/19 17:00:00,2045.48,1652.1,22.98,25.94
8/13/19 17:10:00,2059.29,1668.58,23.03,25.87
8/13/19 17:20:00,2080.98,1685.97,23.08,25.84
8/13/19 17:30:00,2067.69,1682.92,23.11,25.7
8/13/19 17:40:00,2067,1677.63,23.11,25.29
8/13/19 17:50:00,2085.12,1682.38,23.02,24.92
8/13/19 18:00:00,2107.46,1670.65,22.91,24.7
8/13/19 18:10:00,2115.15,1696.92,22.81,24.55
8/13/19 18:20:00,2124.42,1715.45,22.67,24.37
8/13/19 18:30:00,2155.47,1744.5,22.47,24.19
8/13/19 18:40:00,2191.45,1765.09,22.28,24.04
8/13/19 18:50:00,2218.3,1777.83,22.13,23.93
8/13/19 19:00:00,2271.46,1811.32,21.94,23.82
8/13/19 19:10:00,2320.46,1846.73,21.76,23.7
8/13/19 19:20:00,2362.22,1884.17,21.6,23.6
8/13/19 19:30:00,2409.31,1914.15,21.43,23.49
8/13/19 19:40:00,2468.99,1966.51,21.27,23.36
8/13/19 19:50:00,2518.71,2014.69,21.11,23.23
8/13/19 20:00:00,2593.84,2070.82,20.99,23.06
8/13/19 20:10:00,2624.12,2109.89,20.85,22.85
8/13/19 20:20:00,2676.36,2171.06,20.7,22.67
8/13/19 20:30:00,2725.8,2239.12,20.54,22.5
8/13/19 20:40:00,2784.24,2301.19,20.4,22.31
8/13/19 20:50:00,2831.05,2367.01,20.25,22.13
8/13/19 21:00:00,2891.93,2434.91,20.09,21.93
8/13/19 21:10:00,2933.13,2503.21,19.94,21.75
8/13/19 21:20:00,2988.12,2586.38,19.79,21.59
8/13/19 21:30:00,3048.32,2660.25,19.62,21.44
8/13/19 21:40:00,3089.48,2723.4,19.48,21.28
8/13/19 21:50:00,3135.13,2790.23,19.35,21.15
8/13/19 22:00:00,3184.49,2847.31,19.21,21.02
8/13/19 22:10:00,3224.57,2898.27,19.08,20.87
8/13/19 22:20:00,3279.7,2957.72,18.95,20.74
8/13/19 22:30:00,3307.17,2986.97,18.83,20.63
8/13/19 22:40:00,3354.6,3042.72,18.69,20.5
8/13/19 22:50:00,3378.29,3082.82,18.57,20.35
8/13/19 23:00:00,3415.82,3105.85,18.44,20.21
8/13/19 23:10:00,3436.72,3168.46,18.36,20.12
8/13/19 23:20:00,3468.02,3203.16,18.25,20
8/13/19 23:30:00,3478.64,3245.7,18.12,19.86
8/13/19 23:40:00,3492,3283.49,18.02,19.73
8/13/19 23:50:00,3508.19,3311.75,17.94,19.65
8/14/19 0:00:00,3527.56,3334.31,17.84,19.55
8/14/19 0:10:00,3534.22,3358.16,17.75,19.41
8/14/19 0:20:00,3532.08,3379.65,17.67,19.3
8/14/19 0:30:00,3543.61,3380.61,17.59,19.19
8/14/19 0:40:00,3543.95,3406.65,17.5,19.12
8/14/19 0:50:00,3542.54,3414.47,17.42,19.04
8/14/19 1:00:00,3538.39,3420.69,17.37,18.95
8/14/19 1:10:00,3515.5,3411.44,17.3,18.87
8/14/19 1:20:00,3520.6,3420.55,17.22,18.8
8/14/19 1:30:00,3526.75,3414.73,17.16,18.73
8/14/19 1:40:00,3520.87,3408.25,17.11,18.64
8/14/19 1:50:00,3513.73,3412.02,17.05,18.56
8/14/19 2:00:00,3513.2,3381.5,17,18.49
8/14/19 2:10:00,3501.72,3411.66,16.96,18.41
8/14/19 2:20:00,3502.75,3409.53,16.92,18.37
8/14/19 2:30:00,3487.66,3398.86,16.86,18.32
8/14/19 2:40:00,3470.92,3381.64,16.82,18.27
8/14/19 2:50:00,3474.9,3386.49,16.78,18.2
8/14/19 3:00:00,3468.52,3375.18,16.78,18.15
8/14/19 3:10:00,3461.4,3372.66,16.74,18.08
8/14/19 3:20:00,3457.57,3372.14,16.69,18.02
8/14/19 3:30:00,3454.63,3349.17,16.67,17.99
8/14/19 3:40:00,3446.97,3343.36,16.63,17.93
8/14/19 3:50:00,3443.11,3322.66,16.59,17.87
8/14/19 4:00:00,3447.44,3315.27,16.57,17.82
8/14/19 4:10:00,3438.32,3312.77,16.54,17.78
8/14/19 4:20:00,3450.3,3289.36,16.51,17.69
8/14/19 4:30:00,3445.3,3277.47,16.44,17.62
8/14/19 4:40:00,3442.93,3272.63,16.4,17.57
8/14/19 4:50:00,3457.78,3266.96,16.38,17.52
8/14/19 5:00:00,3440.9,3275.97,16.33,17.48
8/14/19 5:10:00,3443.83,3271.42,16.28,17.43
8/14/19 5:20:00,3453.62,3262.69,16.24,17.37
8/14/19 5:30:00,3455.04,3255.74,16.2,17.31
8/14/19 5:40:00,3445.63,3257.28,16.15,17.27
8/14/19 5:50:00,3454.61,3259.16,16.11,17.26
8/14/19 6:00:00,3441.51,3236.32,16.07,17.21
8/14/19 6:10:00,3448.68,3243.3,16.04,17.19
8/14/19 6:20:00,3444.16,3235.24,16,17.14
8/14/19 6:30:00,3455.94,3224.55,15.96,17.11
8/14/19 6:40:00,3441.41,3233.49,15.93,17.08
8/14/19 6:50:00,3430.62,3214.02,15.91,17.08
8/14/19 7:00:00,3424.54,3198.87,15.9,17.08
8/14/19 7:10:00,3410.41,3187.66,15.86,17.1
8/14/19 7:20:00,3386.03,3142.74,15.86,17.13
8/14/19 7:30:00,3357.48,3108.52,15.87,17.18
8/14/19 7:40:00,3319.44,3060.75,15.89,17.24
8/14/19 7:50:00,3285.04,3011.66,15.9,17.27
8/14/19 8:00:00,3235.44,2944.74,15.92,17.29
8/14/19 8:10:00,3190.63,2920.5,15.95,17.3
8/14/19 8:20:00,3154.01,2853.79,16.02,17.44
8/14/19 8:30:00,3087.92,2775.55,16.11,17.54
8/14/19 8:40:00,3028.7,2689.25,16.15,17.55
8/14/19 8:50:00,2973.04,2616.9,16.18,17.58
8/14/19 9:00:00,2913.31,2556.31,16.32,17.67
8/14/19 9:10:00,2837.51,2498.67,16.45,17.89
8/14/19 9:20:00,2758.62,2423.6,16.53,18.06
8/14/19 9:30:00,2688.05,2331.09,16.59,18.29
8/14/19 9:40:00,2608.26,2273.48,16.7,18.41
8/14/19 9:50:00,2533.83,2203.76,16.82,18.56
8/14/19 10:00:00,2459.44,2136,16.96,18.68
8/14/19 10:10:00,2384.86,2093.7,17.11,18.87
8/14/19 10:20:00,2323.69,2036.87,17.25,18.99
8/14/19 10:30:00,2262.61,1971.04,17.37,19.16
8/14/19 10:40:00,2210.78,1917.25,17.54,19.4
8/14/19 10:50:00,2165.71,1860.26,17.72,19.68
8/14/19 11:00:00,2123.4,1813.73,17.89,19.76
8/14/19 11:10:00,2085.35,1782.18,18,19.43
8/14/19 11:20:00,2051.02,1767.49,18.14,19.44
8/14/19 11:30:00,2010.2,1745.02,18.28,19.56
8/14/19 11:40:00,1999.49,1714.88,18.44,19.71
8/14/19 11:50:00,1999.7,1682.4,18.55,19.83
8/14/19 12:00:00,2014.26,1644.14,18.68,19.9
8/14/19 12:10:00,1995.96,1619.59,18.82,20.02
8/14/19 12:20:00,1978.25,1607.25,19.03,20.28
8/14/19 12:30:00,1940.17,1589.66,19.21,20.59
8/14/19 12:40:00,1921.48,1566.07,19.37,20.84
8/14/19 12:50:00,1895.7,1546.17,19.56,21.05
8/14/19 13:00:00,1875.77,1530.68,19.76,21.25
8/14/19 13:10:00,1853.22,1516.28,19.97,21.44
8/14/19 13:20:00,1832.84,1509.23,20.18,21.65
8/14/19 13:30:00,1828.1,1504.33,20.42,21.94
8/14/19 13:40:00,1815.02,1500.56,20.69,22.25
8/14/19 13:50:00,1813.42,1486.95,20.92,22.46
8/14/19 14:00:00,1799.62,1485.82,21.11,22.57
8/14/19 14:10:00,1800.83,1472.31,21.37,22.82
8/14/19 14:20:00,1799.28,1480.3,21.62,23.13
8/14/19 14:30:00,1800.08,1484.33,21.88,23.41
8/14/19 14:40:00,1806.69,1477.84,22.11,23.67
8/14/19 14:50:00,1805.65,1492.89,22.31,23.92
8/14/19 15:00:00,1802.4,1497.74,22.28,23.96
8/14/19 15:10:00,1809.2,1501.61,22.35,24.04
8/14/19 15:20:00,1810.03,1508.17,22.31,24.07
8/14/19 15:30:00,1806.2,1519.69,22.23,23.93
8/14/19 15:40:00,1832.43,1517.06,22.2,23.91
8/14/19 15:50:00,1829.48,1524.14,22.26,24.11
8/14/19 16:00:00,1850.26,1524.64,22.24,24.27
8/14/19 16:10:00,1862.89,1541.85,22.22,24.4
8/14/19 16:20:00,1870.36,1549.11,22.16,24.36
8/14/19 16:30:00,1890.63,1538.78,22.15,24.2
8/14/19 16:40:00,1916.84,1557.79,22.18,24.11
8/14/19 16:50:00,1946.58,1570.95,22.14,24
8/14/19 17:00:00,1981.42,1603.86,22.05,23.82
8/14/19 17:10:00,2029.59,1642.82,21.94,23.65
8/14/19 17:20:00,2060.79,1677.02,21.83,23.54
8/14/19 17:30:00,2076.46,1710.71,21.74,23.56
8/14/19 17:40:00,2108.31,1735.04,21.67,23.63
8/14/19 17:50:00,2148.55,1736.8,21.64,23.56
8/14/19 18:00:00,2178.22,1732.38,21.59,23.49
8/14/19 18:10:00,2197.75,1731.4,21.51,23.44
8/14/19 18:20:00,2219.85,1735.45,21.45,23.38
8/14/19 18:30:00,2234.03,1750.61,21.4,23.29
8/14/19 18:40:00,2256.08,1782.64,21.33,23.21
8/14/19 18:50:00,2275.35,1813.26,21.25,23.12
8/14/19 19:00:00,2302.35,1826.85,21.16,23.07
8/14/19 19:10:00,2308.96,1849.22,21.06,23
8/14/19 19:20:00,2352.52,1886.65,20.96,22.94
8/14/19 19:30:00,2367.81,1907.58,20.87,22.87
8/14/19 19:40:00,2391.51,1937.19,20.8,22.77
8/14/19 19:50:00,2426.43,1969.71,20.71,22.69
8/14/19 20:00:00,2475.65,2015.71,20.63,22.62
8/14/19 20:10:00,2528.62,2071.16,20.51,22.53
8/14/19 20:20:00,2565.24,2124.3,20.42,22.43
8/14/19 20:30:00,2619.82,2184.58,20.34,22.32
8/14/19 20:40:00,2689.26,2245.72,20.24,22.21
8/14/19 20:50:00,2761.27,2320.55,20.14,22.11
8/14/19 21:00:00,2819.19,2402.59,20.04,22.02
8/14/19 21:10:00,2895.51,2487.45,19.96,21.93
8/14/19 21:20:00,2969.28,2556.57,19.84,21.85
8/14/19 21:30:00,3029.03,2617.27,19.74,21.71
8/14/19 21:40:00,3095.45,2670.8,19.67,21.58
8/14/19 21:50:00,3143.38,2725.22,19.57,21.49
8/14/19 22:00:00,3208.98,2798.42,19.46,21.39
8/14/19 22:10:00,3250.4,2850.02,19.37,21.32
8/14/19 22:20:00,3305.92,2900.11,19.28,21.23
8/14/19 22:30:00,3356.61,2978.48,19.18,21.11
8/14/19 22:40:00,3421.54,3046.21,19.09,21.01
8/14/19 22:50:00,3483.95,3109.01,19.02,20.91
8/14/19 23:00:00,3524.51,3181.29,18.94,20.81
8/14/19 23:10:00,3582.45,3249.36,18.83,20.68
8/14/19 23:20:00,3607.16,3304.06,18.75,20.57
8/14/19 23:30:00,3655.06,3371.25,18.69,20.46
8/14/19 23:40:00,3704.11,3397.45,18.6,20.35
8/14/19 23:50:00,3747.52,3436.42,18.51,20.25
8/15/19 0:00:00,3775.11,3478.21,18.43,20.16
8/15/19 0:10:00,3795.3,3514.16,18.34,20.08
8/15/19 0:20:00,3827.46,3546.12,18.24,19.96
8/15/19 0:30:00,3851.49,3564.41,18.15,19.85
8/15/19 0:40:00,3865.26,3584.51,18.08,19.77
8/15/19 0:50:00,3872.76,3607.79,17.99,19.7
8/15/19 1:00:00,3899.47,3630.03,17.9,19.61
8/15/19 1:10:00,3898.24,3661.61,17.8,19.52
8/15/19 1:20:00,3901.78,3671,17.72,19.46
8/15/19 1:30:00,3896.08,3675.49,17.67,19.4
8/15/19 1:40:00,3894.87,3682.2,17.59,19.31
8/15/19 1:50:00,3893.41,3673.79,17.52,19.21
8/15/19 2:00:00,3890.69,3673.04,17.45,19.12
8/15/19 2:10:00,3887.36,3681.31,17.38,19.04
8/15/19 2:20:00,3890.08,3689.03,17.32,18.98
8/15/19 2:30:00,3886.37,3667.46,17.26,18.9
8/15/19 2:40:00,3885.57,3685.49,17.22,18.8
8/15/19 2:50:00,3873.01,3682.42,17.15,18.72
8/15/19 3:00:00,3873.54,3673.9,17.06,18.65
8/15/19 3:10:00,3865.56,3659.44,17.02,18.58
8/15/19 3:20:00,3866.61,3664.24,16.97,18.51
8/15/19 3:30:00,3861.33,3664.82,16.92,18.44
8/15/19 3:40:00,3852.32,3663.97,16.86,18.39
8/15/19 3:50:00,3840.6,3665.78,16.82,18.32
8/15/19 4:00:00,3843.72,3661.12,16.76,18.27
8/15/19 4:10:00,3829.67,3650.78,16.69,18.22
8/15/19 4:20:00,3804.78,3650.11,16.63,18.16
8/15/19 4:30:00,3813.98,3641.33,16.61,18.08
8/15/19 4:40:00,3803,3632.53,16.57,18.03
8/15/19 4:50:00,3783.83,3622.38,16.49,17.97
8/15/19 5:00:00,3777.96,3598.68,16.45,17.92
8/15/19 5:10:00,3772.74,3600.05,16.42,17.88
8/15/19 5:20:00,3756.44,3606.61,16.37,17.84
8/15/19 5:30:00,3745.65,3581.43,16.33,17.79
8/15/19 5:40:00,3742.27,3568.96,16.3,17.71
8/15/19 5:50:00,3724.39,3561.94,16.26,17.66
8/15/19 6:00:00,3713.84,3583.81,16.2,17.59
8/15/19 6:10:00,3701.16,3574.36,16.15,17.54
8/15/19 6:20:00,3707.41,3524.43,16.11,17.51
8/15/19 6:30:00,3697.25,3520.3,16.11,17.47
8/15/19 6:40:00,3686.43,3504.76,16.06,17.42
8/15/19 6:50:00,3676.08,3480.69,16,17.37
8/15/19 7:00:00,3653.16,3464.17,15.97,17.33
8/15/19 7:10:00,3633.45,3425.24,15.97,17.29
8/15/19 7:20:00,3608.69,3403.55,15.95,17.27
8/15/19 7:30:00,3569.41,3371.39,15.95,17.27
8/15/19 7:40:00,3522.4,3324.14,15.93,17.29
8/15/19 7:50:00,3467.1,3275.71,15.96,17.33
8/15/19 8:00:00,3404.18,3203.98,16,17.36
8/15/19 8:10:00,3340.5,3132.3,16.04,17.37
8/15/19 8:20:00,3261.25,3076.41,16.05,17.38
8/15/19 8:30:00,3182.84,3006.91,16.1,17.42
8/15/19 8:40:00,3117.41,2932.86,16.15,17.46
8/15/19 8:50:00,3055.65,2847.41,16.21,17.53
8/15/19 9:00:00,2997.35,2764.47,16.3,17.64
8/15/19 9:10:00,2927.67,2684.1,16.36,17.72
8/15/19 9:20:00,2855.69,2610.28,16.49,17.75
8/15/19 9:30:00,2792.84,2536,16.58,17.86
8/15/19 9:40:00,2726.63,2464.23,16.67,18
8/15/19 9:50:00,2678.71,2396.26,16.86,18.13
8/15/19 10:00:00,2633.8,2315.47,17.04,18.31
8/15/19 10:10:00,2578.06,2251.03,17.25,18.55
8/15/19 10:20:00,2520.15,2210.26,17.42,18.8
8/15/19 10:30:00,2475.66,2138.23,17.62,19.02
8/15/19 10:40:00,2406.49,2102.67,17.83,19.23
8/15/19 10:50:00,2358.33,2050.54,18.03,19.5
8/15/19 11:00:00,2327.25,2019.43,18.26,19.75
8/15/19 11:10:00,2271.28,1986.23,18.51,20.06
8/15/19 11:20:00,2244.26,1961.79,18.78,20.26
8/15/19 11:30:00,2203.84,1921.56,19.05,20.56
8/15/19 11:40:00,2171.2,1869.32,19.32,20.86
8/15/19 11:50:00,2150.62,1866.45,19.63,21.13
8/15/19 12:00:00,2118.02,1817.5,19.93,21.42
8/15/19 12:10:00,2088,1797.45,20.22,21.73
8/15/19 12:20:00,2061.26,1774.09,20.54,22.04
8/15/19 12:30:00,2032.4,1749.01,20.86,22.35
8/15/19 12:40:00,2014.21,1737.99,21.16,22.62
8/15/19 12:50:00,2003.07,1711.31,21.44,22.87
8/15/19 13:00:00,1979.09,1708.01,21.74,23.16
8/15/19 13:10:00,1966.14,1692.98,22.03,23.49
8/15/19 13:20:00,1951.29,1676.48,22.28,23.71
8/15/19 13:30:00,1943.38,1661.95,22.54,23.96
8/15/19 13:40:00,1934.35,1650.1,22.8,24.22
8/15/19 13:50:00,1914.94,1643,23.03,24.45
8/15/19 14:00:00,1916.47,1627.94,23.22,24.66
8/15/19 14:10:00,1903.31,1623.81,23.4,24.82
8/15/19 14:20:00,1896.19,1619.59,23.58,25.01
8/15/19 14:30:00,1891.23,1614.41,23.71,25.22
8/15/19 14:40:00,1885.26,1614.28,23.82,25.38
8/15/19 14:50:00,1870.02,1619.21,23.91,25.52
8/15/19 15:00:00,1884.26,1621.48,23.89,25.63
8/15/19 15:10:00,1879.79,1615.39,23.81,25.72
8/15/19 15:20:00,1883.56,1623.46,23.76,25.84
8/15/19 15:30:00,1889.41,1629.42,23.66,25.93
8/15/19 15:40:00,1901.4,1634.29,23.55,25.98
8/15/19 15:50:00,1914.64,1643.2,23.44,26.04
8/15/19 16:00:00,1940.52,1648.02,23.38,26.06
8/15/19 16:10:00,1957.45,1664.74,23.3,26.07
8/15/19 16:20:00,1996.05,1677.94,23.24,26.06
8/15/19 16:30:00,2012.84,1682.27,23.21,26.02
8/15/19 16:40:00,2029.73,1698.1,23.23,25.93
8/15/19 16:50:00,2049.13,1712.12,23.28,25.77
8/15/19 17:00:00,2050.71,1723.18,23.34,25.7
8/15/19 17:10:00,2068.13,1729.25,23.38,25.63
8/15/19 17:20:00,2060.68,1732.52,23.41,25.53
8/15/19 17:30:00,2062.32,1736.2,23.42,25.44
8/15/19 17:40:00,2063.9,1719.06,23.37,25.23
8/15/19 17:50:00,2061.02,1719,23.27,25
8/15/19 18:00:00,2078.5,1711.13,23.09,24.79
8/15/19 18:10:00,2076.07,1726.56,22.93,24.64
8/15/19 18:20:00,2087.55,1721.88,22.74,24.52
8/15/19 18:30:00,2113.6,1747.24,22.56,24.36
8/15/19 18:40:00,2128.33,1753.24,22.38,24.21
8/15/19 18:50:00,2158.64,1770.36,22.21,24.1
8/15/19 19:00:00,2185.91,1788.87,22.05,23.99
8/15/19 19:10:00,2219.18,1812.11,21.89,23.86
8/15/19 19:20:00,2264.13,1833.11,21.74,23.72
8/15/19 19:30:00,2301.16,1863.58,21.59,23.6
8/15/19 19:40:00,2339.88,1898.53,21.44,23.5
8/15/19 19:50:00,2387.14,1952.71,21.33,23.38
8/15/19 20:00:00,2440.92,1992.71,21.2,23.24
8/15/19 20:10:00,2485.94,2045.46,21.04,23.1
8/15/19 20:20:00,2538.16,2087.79,20.9,22.95
8/15/19 20:30:00,2595.28,2141.2,20.78,22.82
8/15/19 20:40:00,2647.87,2193.7,20.63,22.7
