"","date","GPP.daily","GPP.daily.lower","GPP.daily.upper","ER.daily","ER.daily.lower","ER.daily.upper","K600.daily","K600.daily.lower","K600.daily.upper","warnings","errors"
"1",2019-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,"overall warnings","data don't start when expected"
"2",2019-08-10,13.2504018949136,11.7842629772009,14.7028985219347,-13.4312311767048,-15.1053305231345,-11.7960358745595,13.5907123495424,12.0980871938582,15.1905010572361,"overall warnings",""
"3",2019-08-11,10.4459162700569,8.99111971187154,12.0361771542325,-12.3220409721874,-14.2999511364643,-10.5116377441951,14.3457573812884,12.3447780409123,16.5906352437234,"overall warnings",""
"4",2019-08-12,6.72883844910546,5.75152574182376,7.71601411226113,-8.42554669939008,-9.82490194992301,-7.06617049996113,10.0938855169438,8.5466791868085,11.8409203311968,"overall warnings",""
"5",2019-08-13,10.212843587896,8.86557625560989,11.5216957259911,-10.5903564622293,-12.0870803536348,-9.0576749369402,13.0351605244325,11.3684588408473,14.772307607635,"overall warnings",""
"6",2019-08-14,11.0044000936715,9.57889434379093,12.4536629272961,-11.6803742718274,-13.3599732911264,-10.0535350033412,13.9610702073713,12.2187423710002,15.8330148776565,"overall warnings",""
"7",2019-08-15,10.3712547537531,9.05014213351387,11.7180851680896,-10.7541888830439,-12.2992056927423,-9.18419366217698,13.0206925400277,11.3848629271956,14.7051815212815,"overall warnings",""
"8",2019-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"overall warnings","data don't end when expected"
