 Sample Id,Peak Number,                             Description,               Start Time,  End Time,     Max 12CO2 (ppm),      12CO2 Integral,      13CO2 Integral,           Delta 13C,      12CO2 Baseline,      13CO2 Baseline,           Threshold,Number of data points,Time interval (seconds)
        76,         1,                                        ,      2021/03/11 05:00:47,2021/03/11 05:13:43,              79.912,           20926.010,             293.246,             246.834,               0.540,               0.004,               5.000,      1652,   776.362
        77,         1,                                        ,      2021/03/11 05:26:07,2021/03/11 05:38:59,              77.387,           20273.189,             232.625,              20.944,               0.551,               0.006,               5.000,      1646,   772.866
        78,         1,                                        ,      2021/03/11 05:51:20,2021/03/11 06:04:29,              87.173,           22828.400,             421.949,             644.559,               0.501,               0.002,               5.000,      1681,   789.389
        79,         1,                                        ,      2021/03/11 06:16:29,2021/03/11 06:35:48,            1460.320,          384595.407,            4213.541,             -25.820,               0.447,               0.005,               5.000,      2467,  1158.877
        80,         1,                                        ,      2021/03/11 06:47:54,2021/03/11 07:03:49,             307.960,           81198.130,             894.869,             -19.428,               1.463,               0.016,               5.000,      2033,   954.973
        81,         1,                                        ,      2021/03/11 07:16:04,2021/03/11 07:29:27,              91.166,           24362.368,             276.723,              10.629,               0.967,               0.011,               5.000,      1709,   803.053
        82,         1,                                        ,      2021/03/11 07:41:46,2021/03/11 07:56:16,             164.742,           43201.237,             484.461,              -2.240,               0.670,               0.007,               5.000,      1851,   870.114
        83,         1,                                        ,      2021/03/11 08:08:38,2021/03/11 08:22:07,             100.582,           26470.061,             297.111,              -1.310,               0.754,               0.003,               5.000,      1723,   809.223
        84,         1,                                        ,      2021/03/11 08:34:27,2021/03/11 08:48:10,             113.388,           29763.208,             329.696,             -14.401,               0.610,               0.005,               5.000,      1751,   823.158
        85,         1,                                        ,      2021/03/11 09:00:27,2021/03/11 09:14:31,             134.774,           35309.005,             390.401,             -16.234,               0.640,               0.007,               5.000,      1795,   843.426
        86,         1,                                        ,      2021/03/11 09:26:52,2021/03/11 09:40:29,             106.545,           28020.854,             310.912,             -12.763,               0.637,               0.007,               5.000,      1738,   816.486
        87,         1,                                        ,      2021/03/11 09:52:50,2021/03/11 10:06:55,             138.450,           36244.068,             398.860,             -20.848,               0.595,               0.006,               5.000,      1799,   845.367
        88,         1,                                        ,      2021/03/11 10:19:06,2021/03/11 10:33:47,             188.724,           48952.244,             545.278,              -8.910,               0.580,               0.006,               5.000,      1875,   880.956
